,Rims1,Satb2,Dpp10,Prox1,Lhx6,Zeb2,Nr4a2,Meis2,Tshz2,Stmn2,Fstl5,Ntng1,Gm26871,Slc24a2,Elavl2,Dab1,Elavl4,Agbl4,Cacna2d1,Gabrb1,Nxph1,Grm8,Tafa1,Chl1,Zfp536,B230209E15Rik,Nr2f2,Hs3st4,Dlgap2,Spock3,Vat1l,Nrgn,Dscaml1,Unc13c,Cacna2d2,Vip,Lrrtm3,Rmst,Ebf1,Vsnl1,Lrfn5,Chrm3,Spock1,Edil3,Rasgrf2,Hcn1,Otx2os1,Pdzrn4,Robo1,Dscam,Baiap3,Gria3,Tenm1,Frmpd4
5125 SPVI-SPVC Sall3 Nfib Gly-Gaba_1,9.668232717012105,0.0,8.573397636413574,0.0,0.0,9.34921841872366,0.0,7.4739710406253215,10.441668159083315,8.599539054067511,9.778044349268862,3.0776064521388005,9.021884968406276,9.419367187901548,10.1017965517546,8.061961098721152,7.262922286987305,7.645493657965409,0.0,10.396360949466104,10.52217227534244,1.086668993297376,0.0,8.741091778403835,0.0,4.371662240279348,8.204335262900905,0.0,7.700937823245399,9.080336821706672,8.359833893023039,7.516760474757144,9.021623711836966,2.100848549290707,6.627384888498407,0.0,8.212225110907303,9.273429519251772,10.693049982974404,10.093385897184673,8.351750122873407,9.431406121504937,7.303961653458445,8.167216802898206,7.528511147750051,10.12393966474031,0.0,1.5559676320929277,0.2506318594280042,6.315718926881489,4.839887292761552,2.955563520130358,9.116315239354185,8.515541503303929
0792 Sst Gaba_7,9.50443563728689,0.0,9.623396418176336,0.0,7.105521335780064,8.935283384590505,0.0,0.0,0.0,8.334963098864689,3.716012524481503,0.0,6.384946592871645,9.975683008027596,9.729806994352014,7.794108822338306,6.810602660119719,7.24446434283925,0.0,0.798958279819132,10.371135258600347,0.0,0.0,9.349253462853833,6.354592149874132,7.1462849022072055,0.0,0.0,9.74219312697556,9.061260828719332,2.70919161143704,7.255230015312028,7.225955977246769,9.276254695523935,7.240789806360025,0.0,3.8171848253669034,0.0,0.0,8.774614118712714,8.891635491469197,10.3765227007346,7.51857199884278,1.4350610366120145,7.726944954595833,8.56277178121133,0.0,0.5800359538782422,8.704751705454889,8.912158348850001,0.0,9.75886301979469,7.578957033305896,9.746647613442205
0790 Sst Gaba_6,9.285788568957098,0.0,9.3234768900378,0.0,7.128908124463312,9.549992857308224,0.0,0.0,0.0,7.47196023217563,3.4783418096345047,0.0,6.966291740022856,9.790701997691189,9.615814274755015,8.444914291644919,7.220285941814554,8.051042869173248,1.275707771038187,8.130035137308054,10.883301406071103,0.0,0.0,2.3439604496133737,9.381866422192804,6.903592027466873,7.599524941937677,0.0,9.821571218556372,9.248527329543542,4.756321167123729,1.6207062951449691,7.454230259204733,0.0,6.72623060489523,0.0,6.544755031322611,0.0,0.0,7.803919923716578,7.909956257918785,0.6582914385302313,7.288567197733912,3.8107611886386215,8.638351703512258,10.283621360515726,0.0,5.312625901452426,8.6386928393923,6.873703019372348,0.0,9.831707000732422,8.01770618044097,9.671500732158792
0724 Lamp5 Lhx6 Gaba_1,10.731485729420273,0.0,9.639183768851778,3.483115814595757,7.877728286378225,9.938785732328553,0.0,0.0,0.0,8.300456668934856,2.384532161550452,0.0,1.979045694808149,9.150673113001826,8.69288268288139,9.540871900120234,7.469085449677262,7.674214778332464,10.656332593030454,5.52186706703604,10.365837584532194,0.0,0.0,7.916855526282372,10.324812254355956,6.891195268389249,0.5549563347854677,0.0,9.823385703397989,8.159409138187462,1.6138195447617638,3.406648962983126,8.346846488491005,0.0,0.1020026314190344,0.0,7.8484128591766735,0.0,0.0,8.006100097447268,3.987526358294857,7.205833488083821,8.044446181003325,9.145271459565432,8.95582458452426,9.94649858310977,0.0,7.161322847508253,6.701665300086981,0.0,0.0,6.150931390308496,10.412846825694023,10.459498250279774
0844 STR Lhx8 Gaba_2,9.804166967569577,0.0,10.178747034265928,0.0,7.880190094472908,8.651264565193701,0.0,0.0345118634613902,0.0,7.620396268512556,7.954415321350098,0.2667653666816742,8.459870705237755,5.838758343144467,9.43374558112882,7.829019913306603,6.91372889159662,8.039043505664779,0.0,9.529035058581394,11.826312632695863,0.708958778304127,0.0,8.4512675628971,10.07958996344192,7.517515705664631,0.0,1.9259776451327055,10.18973323497695,8.33353385655021,7.341474855477028,0.5538155617501571,7.253013991151262,1.6142525093758155,7.139453262452655,0.0,9.224276407527537,4.391840427028023,0.0,9.061770354205295,9.530614331666277,5.052353625355462,8.689183756407456,8.005361806043247,7.309509493561409,8.963375666846147,0.0,2.38557732925724,11.000510250508544,8.440955501818946,7.19964405785688,8.0171181161394,7.942360872199178,10.232730452348346
0794 Sst Gaba_7,9.63737700139876,0.0,9.033219351185313,0.0,6.626043273390626,8.877727988812563,0.0,0.0,0.1459854523912608,8.489801489191947,1.086949465943755,0.0,3.614989869028544,10.128125564657529,9.744480102182292,7.034283228057752,7.027782181184069,6.451772370784402,0.0,3.3664888795331227,10.281255324109852,0.0,0.0,9.315887276217234,7.2306702394279645,6.615908355164013,0.0,0.0,9.37483296634482,8.968231777493045,0.2454286865193209,4.872274493999618,6.972658387191004,8.134860225718656,7.239257726737921,0.0,6.495559736979094,0.0,0.0,8.644357571498952,8.301601699787936,9.893037195685956,7.579124905222612,3.0372035160339137,8.124772665311964,9.25262252203852,0.0,0.0,9.003842789492161,8.331533836803848,0.0,9.52055854248486,5.636264430533211,9.617508785330134
0798 Sst Gaba_9,9.379382286858313,0.0,9.343928179790064,0.0,7.322589437740365,8.619895703030616,0.0,0.0,0.0,8.819825801652732,7.724649785228611,0.0,4.252387752729593,10.557467731987078,9.74705834929476,8.723830628149289,6.522003118770638,7.464347976999185,0.0,0.0,10.461188218028274,0.0,0.0,9.241368413708871,0.0,7.553155445806759,0.7714501503816585,0.0,9.634902659150743,7.856024650691711,6.99371463736308,6.338740668345973,7.414078304448078,9.71196877391068,7.714797038638714,0.0,0.5442057462082696,0.0,0.0,9.117966075779236,8.920055023665281,9.807937081327143,7.133371361997939,7.624204288561319,7.318975595100639,2.9754376028001923,0.0,5.953795892184543,8.84129905110782,9.213138944094943,0.0,9.184980728699989,8.126318433112704,10.11868659737184
0736 Pvalb Gaba_1,9.41350062882028,0.0,7.814134455308682,0.0,4.821399051968644,9.009617828741304,4.6475520395651095,0.0,0.0,9.62612481815059,0.0,0.0,0.0,10.582256183391664,9.642972463514749,9.396938835702292,7.736437971999005,8.052312051377646,0.0,7.735461075131486,9.468161646912735,2.3175176760045493,0.0,3.1565860713400493,8.627208023536497,6.981924167493495,0.0,0.0,9.893967779671272,9.209989373276873,0.1653604303918233,3.591158259205702,3.0698438185017283,0.0,8.236804084080022,0.0,7.605845489153048,0.0,0.0,8.791793288254157,8.688944461869031,5.36115645780796,8.48786224679249,8.831243759248315,4.348440690738399,9.986579976430754,0.0,0.0,11.194323097787253,8.46170455653493,0.0,7.482206568485353,2.1277938005400867,9.141022182092437
0737 Pvalb Gaba_2,8.960259049437767,0.0,9.944772276767464,0.0,7.215323775313621,9.650065288987271,0.0,0.0,0.5175647402918616,8.011730205181033,1.6741348200066144,0.0,5.861330969389095,10.100687647974768,9.199272843294365,7.433250066845916,8.094381027443465,8.232038048810738,0.0,7.876888402672701,11.076633730600047,0.0,0.0,8.762580561083416,9.001813101214031,6.912811772767888,0.0,0.0,10.460352088129795,8.810098736785179,1.885913510655248,2.980531570523284,7.646601615950119,0.0,7.8408904463745825,0.0,7.707289579302766,0.0,0.0,8.9295414991157,8.118423095969266,4.986628565677377,8.201894737953364,7.966445235318916,8.695878660956094,10.080451688101125,0.0,2.780357089153556,9.627725756445596,5.394529154134351,0.0,9.981207437293474,7.300711487614831,7.278541930886202
0743 Pvalb Gaba_4,9.137774229049684,0.0,8.034468401491253,0.0,6.5325827816732565,9.006584835987464,0.0,0.0,0.0,7.998732306598838,3.279726419573516,0.433758125975241,0.3716336052402172,10.740444622787775,9.543837318233416,9.26898657262715,7.563954665769939,7.845168496269027,0.0,6.779531898841359,9.884306131624708,0.0,0.0,5.42197279252258,9.03386682622573,6.23304927816578,0.0,0.0,9.957695889317131,8.492147172198576,0.0,4.533032009414598,6.7629528809217065,0.0,8.490962634678759,0.0,7.927813344531589,0.0,0.0,8.682524336708916,8.641908189050513,7.6342084727256125,8.728631736406314,8.814671666014428,7.869409579856723,10.02526348089081,0.0,0.0,9.20077175408407,1.4881364091549043,0.0,8.886920928955078,8.960370338041018,8.741057869655634
0647 Vip Gaba_6,8.719304606001428,0.0,9.665347449322963,7.540646426221158,0.0,10.137565889257068,0.0,0.0,0.0,7.7806938100368415,7.76040647004513,0.0,0.0,8.253095820863196,4.153364758542243,9.92945854968213,7.995455247290591,5.552251052349172,4.6599274848369845,8.180235472131283,0.0,0.0,0.0,7.720977461084407,9.18199410337083,5.934545886009298,4.068013668060303,0.0,8.229666714972637,3.6128866773970585,0.0,2.357121269753639,5.326225649803243,0.0,0.0,12.56658406206902,6.882449502640582,0.0,0.0,8.971395791845119,9.220638739301805,9.971005175976044,5.919419821272505,8.388993835195581,1.4286987692751782,8.870369050096958,0.0,7.95204320232919,9.13116775421386,9.685591903138668,0.0,0.0,7.833488809301498,9.082170463622884
0673 Sncg Gaba_3,9.206586236823094,0.0,7.903185411675335,7.969255474332261,0.0,10.001695841959078,0.0,0.0,0.0,8.349892389284422,8.107454965375874,0.0,0.4653342088607892,7.285431547524178,8.768408856979788,10.443005339740074,7.600892470307546,7.330385833570402,7.239082196803942,8.488389256065838,0.0,0.0,0.4904282084883076,8.337861185204494,8.939889137059042,7.388448581303636,8.405596426905017,0.0,8.236044473844032,8.068570137840428,0.0,3.8430332631280977,7.348357990996479,0.0,0.0,12.458847930986588,6.171323821969228,0.0,0.0,8.90862312055614,9.761662871870277,9.414139234856384,8.365629500722232,8.78235771884657,4.65413497653726,8.145751548956518,0.0,5.176911830085597,10.721474654053988,9.5246786646647,0.0,1.7449121189444032,6.598753329825728,8.208124675979352
0791 Sst Gaba_6,9.28502841949463,0.0,9.690748348236085,0.0,7.3779372215271,9.44703670501709,0.0,0.0,0.0,7.2975465679168705,8.657200756072998,2.130763349533081,6.778339500427246,10.101004066467285,9.402024021148682,9.441567821502684,8.416606302261352,8.252204790115357,0.937271375656128,5.674710664749146,10.84043186187744,0.0,0.0,8.727280254364013,9.426435146331787,6.699683628082275,0.0792147970199585,0.0,10.224219074249268,8.643526172637939,0.0,1.654780430793762,7.139788866043091,0.0,7.661144113540649,0.0,7.475950040817261,0.0,0.0,8.184994144439697,8.29953143119812,8.338159465789795,8.796943111419678,7.119835596084595,8.386329288482665,10.243402347564697,0.0,3.853119096755981,9.868460674285888,4.054577741622925,0.0,9.169768295288089,9.20605115890503,10.35817979812622
0584 OB Dopa-Gaba_1,2.993774615512805,0.0,9.37086910933591,0.0,0.0,10.859898697928095,5.560356519463357,10.88697816655877,0.0,0.0,0.0,0.0,0.0,2.4051031337695177,0.1377633823437637,7.045529279816017,0.0,4.173016513867324,4.160173122534591,9.67884274386288,12.168860879105129,0.0,0.0,0.0,6.235310923115591,0.0,0.0,0.0,9.821315574645997,0.4517762098419532,0.1147126712156145,0.0,0.0,0.0,4.543071457509244,0.0,8.7530470205157,0.0,0.0,2.8661311556783957,0.2204960769481873,10.403228736191654,3.40868350254016,8.546583863590541,0.0,6.401581964599952,0.0,5.815922466020906,7.817264480805129,10.387528875972448,0.0,0.0,0.2766139587659514,9.40337084438024
0800 Sst Gaba_9,9.234851499704217,0.0,8.597165302863488,0.0,7.206266904977651,8.600991941598746,0.0,0.0,0.0,8.547852177253136,7.399536163623516,0.0,1.646771928347074,10.762919106116662,9.783569514934833,9.484794877859262,5.00714007304265,7.465344345386212,0.0,0.0,10.235606005742,0.0,0.0,8.349729759509747,1.806553242023175,7.202136193788968,0.0,0.0,9.546890737093412,7.497928050114559,4.074513303316556,5.448676951481746,7.221446564014141,9.137510017981896,7.949648845379169,0.0,3.3778658368037298,0.0,0.0,8.91944186283992,8.931666239224947,10.287768011826737,7.84208753145658,4.127404626699595,6.699506096473107,4.842139622614934,0.0,3.152838868361253,9.250059116070087,9.116027251023512,0.0,9.317908912071816,8.04856546842135,9.781602340111366
0852 Sst Chodl Gaba_2,9.752616566105893,0.0,8.803616719496878,3.64901640791642,9.886945689351936,0.0,0.0,0.1939628839492798,8.068600042242753,8.871073060286673,8.421179929532503,8.431189584732056,7.436496137317858,8.436952252137033,9.68183540043078,6.680447952370894,8.094281783856843,8.274609028665642,5.172156996476023,9.992274585523104,10.217456426118549,0.0,0.0,7.05080135997973,8.602404704846833,8.020388475217317,0.0,0.710236614628842,9.961163756721898,9.194996442292863,7.218326197172466,0.9252321381317942,7.052057833420603,0.0,7.214442556782773,0.0,0.5485360383987427,0.0,0.0,8.774474711167185,8.607208420100966,9.099554704364978,9.601890348133288,1.8433117866516116,1.6924063531975997,8.466768658788581,0.0,6.882661222156726,11.509309472535788,9.494500270642732,4.226368720907914,8.628157123766448,8.610722458989997,8.808731739144577
0853 Sst Chodl Gaba_2,9.669350722740436,0.0,9.758599478622962,0.0,9.091578549352183,0.0,0.0,0.0,7.512565464809023,8.242609122703815,9.08539633915342,5.230680432812921,6.604203996987178,8.18940961771998,9.607223214774296,7.5634260177612305,7.925568399758174,8.285911527173273,0.0,9.80002209235882,8.740367905846957,0.0,0.0,2.965339002938106,8.068856716156006,7.495662886520912,0.0,2.4115803488369645,10.10781926122205,9.52526276687096,6.925143208997003,0.6047282301146408,7.387030404189537,0.0,6.128822589742726,0.0,1.3824855870214,0.0,0.0,9.49513290668356,9.969957746308426,9.842951807482487,10.32633192785855,3.789258940466519,1.7208171877367744,9.041960124311776,0.0,7.062407427820666,10.623700602301236,9.419867778646536,2.417878463350493,7.836130109326593,9.465059148854223,10.04365194254908
0578 OB-out Frmd7 Gaba_3,7.444425466109295,0.0,4.692801305225918,0.0,0.0,11.974222309735357,0.0,11.52436148390478,0.0,8.792525169800738,10.339116651184703,0.0,0.0,0.0,0.9307962631692692,9.260034892023826,1.0851673885267608,0.0,4.153624451890284,0.9483209824075504,12.71246660972128,0.0,0.0,0.0,5.601735197767919,0.0,0.0,0.0,7.623486061485446,0.0,0.0,0.0,10.025366890187168,0.0,0.0,0.0,0.0,0.0,0.0,1.4890525049092818,0.0,0.2527109457522022,0.0,5.17122405889083,0.0,3.8368865275869566,0.0,7.197193384170532,5.661203350339617,0.0,0.0,0.0,0.7344303325730928,3.3781297401506074
0664 Sncg Gaba_1,9.68709731887985,0.0,7.697468537550706,7.073237508207887,0.0,10.319293661431953,0.9053317766923172,0.0,0.0,9.164932198576874,8.199255251622462,0.0,7.025727141034472,7.014371767148867,9.542683465140206,10.16656856746464,8.471074345347645,8.183491250970862,6.549057384113689,8.762216064956162,0.0,1.7402340186821237,6.898367703615964,8.826237500368894,9.285804779974969,7.552979301620316,8.224657441233541,0.0,7.616141722752498,9.067943300519673,2.159916610508174,2.6185214336101827,7.439656671586928,0.0,1.1546671914530324,1.4372722473773327,6.716103281293597,0.0,0.0,9.06567784194108,9.9507323883392,8.594669981317205,8.519470199123843,8.65988378210382,8.534253723018772,7.7745904346088786,0.0,6.69225524022029,10.24942142360813,9.527910326863385,0.0,6.50843594624446,7.239001923865015,7.740697865957742
0739 Pvalb Gaba_2,9.051871793023471,0.0,9.61376611117659,0.0,7.359113660351983,9.65003832455339,0.0,0.0,0.0,7.955412585159828,5.991291276339827,0.0,3.148600528980124,9.802972892235063,9.15987540935648,8.142622109117179,8.26607317760073,8.184824598246607,0.0,7.099303788152234,10.930346982232455,0.0,0.0,8.705738659562735,9.447458793377054,6.772164920280719,0.0,0.0,10.186336550219306,9.208894565187652,0.9713826426144304,3.506236577856129,7.1545331724758805,0.0,7.697997833120412,0.0,7.923801635873729,0.0,0.0,8.678907986344962,6.897543282344423,5.390014188043002,8.83472149947594,7.540418279582057,8.035602257169526,10.54127545192324,0.0,2.1368738042897197,8.228088724202124,1.7043448398853172,0.0,9.436307709792564,8.837714096595501,5.549789091636395
0630 Vip Gaba_2,9.42560066513502,0.0,4.969844496469173,8.701774856236977,0.0,9.68622317777218,0.0,0.0,0.0,3.960380812016685,8.419749412636744,0.0,1.595944534762325,8.763051370936116,0.5842582309652814,9.26702581991361,8.184533957734196,7.909445660007908,7.621912172773066,8.940712680966834,0.0,10.037872785032578,0.0,7.937213756280934,9.666862244993997,8.05658361605146,5.544544600439197,0.0,8.313516107444062,8.540910245239578,0.0,1.09456318257049,1.7600961682677585,0.0,0.0,11.477776547429444,8.176210015464642,0.0,0.0,9.693287704247505,9.41828522469428,9.463569130484514,1.268776259084386,8.517352896412527,0.0,9.273555417699136,0.0,7.858987973430964,10.249333086289132,9.74517346680008,0.0,0.0,8.587062407666304,11.576699034122658
0648 Vip Gaba_6,8.863198496931691,0.0,8.915923816874876,7.927914029460842,0.0,9.930565927796446,0.0,0.0,0.0,7.51664513410148,8.287327898963023,0.0,0.0,7.876566681619418,6.257478972612801,10.288754841432732,6.027958473916781,4.404483227810617,5.728187685497737,8.368638229370116,0.0,0.0,0.0,8.179087092512745,9.06119673130876,6.896340740333169,8.18614057767189,0.0,8.587393791392698,6.321623417482538,0.0,2.777963437872418,7.02937713558391,0.0,0.0,12.856675067190396,6.793803006511624,0.0,0.0,9.334617246207545,9.451528329364324,10.024768845509676,8.124120382535256,8.880777821298373,0.552009105682373,8.25990274073714,0.0,5.269913430941307,10.203658514507746,9.631776651285463,0.0,0.0,7.854571250333624,9.59732735197423
0685 Sncg Gaba_8,10.067000708708893,0.0,8.614939524676348,8.336330145758552,0.0,8.573545234267776,0.0,0.0,0.0,8.85569337380899,7.517323359927616,0.0,6.956796929642961,5.660569910100988,9.186541557312012,10.770251836003483,6.913964887567468,7.575455840858253,7.939311682211386,9.053349799078864,0.0,0.0,8.22655411539851,8.764263998495565,8.422104899947708,7.189103448713148,9.232670747911609,0.0,7.740659394135346,9.774519239889608,7.561065480515763,4.269737725644498,8.5910417118588,0.0,0.0,0.0,7.065029177794585,0.0,0.0,7.6812885052449,9.731108052021748,7.502140292605838,9.086563146436538,8.92882151217074,7.914507306588662,8.132861601339805,0.0,7.023208891378867,10.812257246069006,8.376979044321422,0.0,0.9451925818984572,8.69888463922449,9.93440364115947
0720 Lamp5 Gaba_3,9.998304045395193,0.0,7.801797814390458,7.376472523449789,0.0,8.59469178456254,0.0,0.0,0.0,8.831598743818489,7.165073870195499,0.0,4.184170713396342,3.758922433073772,9.002017262077615,10.953465121639075,7.345617363038424,7.453862359583998,8.189762111227367,8.492592283733533,0.0,0.0,7.951210768757745,8.775033860114496,8.51471364870114,7.135196313106996,9.101429619016832,0.0,7.39257026320935,9.718650501869057,6.939369338405434,6.957449297316892,8.417731457975254,0.0,0.0,0.0,7.585340247643118,0.0,0.0,7.062990805723692,9.5181277290673,8.135760929396744,9.616097080406426,8.293861912051423,8.658499307476571,8.401793524556494,0.0,4.505693762298856,10.513983319808258,8.293891987510102,0.0,5.108245751124435,8.253535836802195,10.088417977138931
0801 Sst Gaba_9,9.166914789593172,0.0,9.131441851070418,0.0,7.12795854449736,8.461984506376986,0.0,0.0,0.0,8.920117749314365,7.101179934661213,0.0,0.5617360623430185,10.849720110689155,9.615647622119592,9.17979595911642,5.08781084476278,7.379304461905928,0.0,0.0,10.194450150204077,0.0,0.0,8.456242565051127,0.0,7.095499347619973,2.919299675332897,1.950271701998284,9.76050394703906,7.108491718537149,6.392417519009067,4.840531459578281,7.471270637289559,9.737821122551706,7.803449399740316,0.0,1.7315643139850303,0.0,0.0,9.422476536568963,9.047407144702362,10.026152813017136,6.5084387773669645,7.989107123608719,6.94161312311076,0.0,0.0,5.430093892353518,8.955210609658684,9.44848734673823,0.0,8.851351940214402,7.334050540330345,9.769749800982645
0715 Lamp5 Gaba_2,10.072899541044547,0.0,9.478684070063572,8.190543380438113,0.0,8.33541548018362,0.0,0.0,0.0,9.00430165085138,8.414146560469485,0.0553825446982788,7.827375027089337,7.769050023135017,8.978485035740473,10.909613830591338,6.841613651101106,7.1666356223860594,8.568391022339366,9.61622702530007,4.247302698933221,5.5909956623526185,2.077405722312678,9.180223231222117,9.093466718212452,7.695161797641929,9.054137370165655,0.0430652020024318,8.305827778149274,9.88237809199913,8.025288686253667,4.133806217729656,9.083444928811266,0.0,0.0,0.0,7.308987266877118,0.0,0.0,7.933920216716193,9.814211387260288,7.470023834627439,8.641641638637369,8.941238811592651,7.727661238776313,8.413476445316489,0.0,4.165395682154138,10.011769615746791,8.739429785535226,0.0,6.522962306839188,9.259961165633856,10.772662916993784
0577 OB-out Frmd7 Gaba_2,8.024109280386636,0.0,0.4028659809467404,0.0,0.0,11.192875074785809,0.0,11.36221515300662,0.0,0.6483408406723378,9.488078416779985,0.0,0.0,0.0,0.0,10.373541188794514,0.1974913408589917,0.0,8.773302887761316,0.1412528171095737,12.625918776489968,0.0,0.0,0.0,9.945000892461731,0.0,0.0,0.0,8.677321788876556,7.176843049914338,0.0,0.0,9.363337051036746,0.0,0.0,0.0,0.741518685984057,0.0,0.0,8.669063684552215,0.0,0.0,0.0,0.8178200499955998,0.0,11.418004812196244,0.0,0.0,8.057417775309363,0.0,0.0,0.0,3.0373878922573354,10.476941851682442
0682 Sncg Gaba_6,9.759588354356062,0.0,6.60197661724328,7.323515894007386,0.0,10.175500280134903,0.3404047706809776,0.0,0.0,8.916367505101247,7.831967381520885,0.0,4.509178306057246,7.411460786934215,9.6595630378644,10.204478549759418,7.002782399228995,7.53986122598292,6.850828745058464,8.71600116239049,0.0,0.0,1.1419096430802247,8.312655415772403,9.335490510671466,7.287359673947219,7.324833848664375,0.0,7.206049558532683,8.529371450056178,0.0,4.04655697137983,7.468426889898371,0.0,0.3051042477619599,5.612507131831775,6.57181017329584,0.0,0.0,7.355677336083408,9.16746373394218,8.90068271743806,7.651494234924,8.458008902201515,8.555772879311652,7.902302400205145,0.0,6.69370828525654,9.836427084143232,9.718606401775885,0.0,4.318134286096977,4.748019299071854,7.0854569668591765
0745 Pvalb Gaba_4,9.552626821476975,0.0,7.261485928282817,0.0,6.989879084657655,9.304640130382165,5.273467934501484,0.0,0.0,8.56819446103954,0.0,0.0,2.825261777226851,9.024729182441366,10.049157229129907,9.892028569606152,7.448999899952963,8.180676632109575,0.0,8.827306852135852,11.059690891985108,5.972226608340097,0.0,8.045034631624427,8.430193577859738,7.845245310116497,0.0,0.0,10.400130262807332,9.496378038265256,5.804355806837788,2.6508471203305555,7.2738308303396,0.0,7.673014673811155,0.0,4.354788653321369,0.0,0.0,8.243782439493621,8.457541794651732,8.128985358308778,6.2070572620929,7.972720644639045,7.438297709872444,9.921060425569449,0.0,2.283503351461916,9.624785969536171,1.2250032037994458,0.4540336490530956,9.029748491000449,8.491359525193463,8.416557040021072
0734 Pvalb Gaba_1,9.564323458755226,0.0,6.602300262690188,0.0,5.908471818555865,9.209260981184498,7.934823546493263,0.0,0.0,10.3922318145446,0.0,0.0,0.5228941386803648,9.439402451192526,9.696562002177226,10.247624327963155,7.7704198963958815,8.536723187095241,0.0,8.84773718085803,10.073124890339404,0.0,0.0,6.932872339597621,9.079165506482424,7.499709989791526,0.0,0.0,10.17732510530859,9.73969987281283,0.8005760582467368,2.994967466607727,4.650949053895802,0.0,8.010168631274,0.0,7.87335389120537,0.0,0.0,8.817754164674229,8.85174720687675,7.03298374764005,8.660918723371692,8.86534323011126,3.954097965307403,10.067833345934265,0.0,4.353533732861206,10.84806601684494,8.976231618035108,0.0,3.994657025301367,4.8057322717250734,9.614129025834544
0851 Sst Chodl Gaba_2,9.645946719429707,0.0,9.41067030213096,0.0,10.051672133532437,0.0,0.0,1.7404680306261235,8.3341698104685,8.760272806340998,9.30782123045488,7.395931742408059,8.105189800262451,8.766043467955155,8.797759402881969,7.682130044156855,9.100768501108345,9.16988281770186,7.628314365040172,10.074775197289206,9.90294319933111,0.0,0.0,6.709957903081721,8.699525009502064,8.194495016878301,0.0,0.0,9.756167563525112,7.877614563161677,8.071073738011448,0.1977743994105946,7.111160386692394,0.0,6.304073257879778,0.0,3.1734993024305864,4.456828913905404,0.0,8.927508007396352,8.883822029287165,8.95472350987521,9.674470402977684,1.739438165317882,3.640246109528975,8.767745646563442,0.0,8.020281054756857,11.451557462865656,9.528511892665517,6.43641180341894,6.387545585632324,9.1133817542683,8.561300353570418
0652 Vip Gaba_8,9.320591898479556,0.0,9.775239391920024,8.18286316133365,0.0,9.547775913182337,0.0,0.0,0.0,8.721013493701792,7.641796738738514,0.0,1.9396903635827296,8.890195958938223,9.117623912917416,9.866621507560367,7.329553928000642,7.4019512630718625,5.353150150779811,8.50534441584261,0.0,0.0,0.0,8.013903741945807,9.841685121851546,7.421566579228727,1.5347361275880504,0.0,8.228137194232348,1.7744142513618533,0.0,2.6808223981904127,3.381389572655511,0.0,0.0,12.24105416343177,7.899174707415842,0.0,0.0,8.831210973024758,9.094795106865966,9.51882872136642,0.7741760247662883,9.284621641405671,7.865126587170041,8.799449979966283,0.0,7.393367490284572,9.787028866781933,9.49726968506159,0.0,2.477583543368526,7.659760493888792,9.590929371635577
0772 Sst Gaba_3,9.550215045611065,0.0,10.76421062151591,0.0,7.1201964020729065,9.20845807592074,0.0,0.0,0.5541054382920265,8.971390207608541,6.0525017231702805,0.1141842852036158,7.422244057059288,9.560289353132248,9.620436122020086,6.658475761612256,8.11324413617452,8.158676266670227,0.2414252782861391,8.685069531202316,10.64255275328954,4.585808848341306,0.0,9.123683214187622,6.849430466691653,7.454164703687032,6.755026618639628,0.392855887611707,10.419137159983316,8.774587859710058,5.258115326364835,2.8980005780855813,7.952365264296532,0.0,6.932930032412211,0.0,7.274838710824649,0.0,0.0,9.271426727374395,9.355426947275795,9.10468766093254,7.903452371557553,8.403749465942383,8.65003314614296,8.349010248978933,0.0,6.715848326683044,9.148110310236612,8.3542833228906,1.3598445082704227,10.021270255247751,6.989447385072708,9.88670394817988
0642 Vip Gaba_5,8.983882653225137,0.0,8.4652931989687,8.771586415504599,0.0,9.561891124945063,0.0,0.0,0.0,7.7695456732485875,7.985668975226503,0.0,1.1593451258376768,9.379772479463004,3.8626055777031545,9.706022605393017,6.617055287053401,7.056662726286465,6.540406727774287,8.518134221693114,0.0,3.429870730220734,0.0,6.246747132393323,9.936924612083674,6.87029669236839,0.2199421934912719,0.0,7.970498663447616,4.73111977368738,0.0,2.4689477603523207,0.0,0.0,0.0,11.857438358807215,5.165894414053287,0.0,0.0,9.240130251104182,8.871371601456822,9.210546228142764,0.969668170629815,9.635305161115449,0.8847057026843905,8.236110848407627,0.0,7.180696108538107,8.995927995315117,9.814566704897643,0.0,1.9060717737567168,6.398945157516342,11.732945360134742
0547 OB-in Frmd7 Gaba_2,0.0,0.0,9.73078704870547,0.0,0.0,8.88074019922616,3.371595660566141,11.366492010000796,0.0,0.0,0.0,3.496644556331939,0.0,0.0,0.0,9.04382180405882,0.0,0.0,10.002718757288145,0.4410849638259449,0.0,8.727337105967367,0.0,0.0,0.0,0.0,0.0,0.0,10.529631897435785,3.8201459305735823,0.0,5.3774235192198345,2.603232152469623,0.0,0.0,0.0,8.339512247627916,0.0,0.0,0.0,6.375270462645509,0.4639225566729951,0.0,0.0,0.1818476329596279,2.0537529134902712,0.0,0.0,0.0,9.006342956737969,0.0,9.11025950215495,0.0,8.494666668401358
