,bAC,bIR,bNAC,bSTUT,cAC,cADpyr,cIR,cNAC,cSTUT,dNAC,dSTUT
MOp6a,9473.585889922633,3771.4712741439703,5425.615947640264,539.9228555340081,5366.863562369885,38278.56416570208,494.0959651963518,1640.8317619390718,604.3630978281533,174.707374925939,1190.5999685249337
MOp6b,13971.844761844695,5717.945052861823,8286.75855247133,957.335711643971,9208.434565193787,42415.30396481677,851.2836738338631,2832.358664957318,1083.823144832735,359.02690418761154,1788.2311843155364
MOs1,2338.682886044854,921.991474377627,1374.930253468386,137.9692246909174,1523.5899766502798,3821.308540629211,107.57829486518489,403.25386423833004,158.9852551679175,72.42299077973082,365.62110410938175
MOs23,10972.516195503407,4620.507610258358,7237.98012723185,999.0079241798518,10025.93866320709,48172.05700392524,746.68592842796,2598.6206233869043,1191.6568576245,637.6198626411665,2039.0012523800228
MOs5,5087.809604664973,2302.6737568397184,3574.3416581654033,601.2597440996911,5258.742460731324,16947.055355280547,499.4732537064701,1530.252319377375,713.5377416047767,326.3424854033785,840.0523078812994
MOs6a,9550.894164072053,3870.3227732676532,5622.01210597324,616.8514051775257,5888.409717641056,38768.57479298553,559.7248009116056,1798.458442992605,699.6420700003641,222.70793391158696,1230.0489346378101
MOs6b,12326.717412825887,5015.423100597337,7253.9578520277855,812.152929159335,7807.98890288767,38262.65617092191,731.2916034990175,2408.626182238469,917.4641108570514,291.48368905573034,1561.150698371489
MPN,31087.052646173703,15818.336320390785,25980.487061641834,5503.302238576632,41415.178788320896,11185.117600896878,4816.428737218528,12287.842355081973,6685.657564617642,3051.5841534400015,5803.637671604177
MPO,17135.547664176123,9595.767128849007,16869.57164932743,4052.7360096790617,28862.128850585785,8589.943990075215,3529.695493527448,8219.274730262621,5018.18675004826,2453.941996889893,4092.8027043850575
MPT,17251.447543140748,10008.60026583378,17916.606535021463,4472.656211616341,31438.939741345286,14346.0984215026,3891.400821064967,8897.78712328526,5557.9723127922125,2751.8875929028954,4404.1090418232725
MRN,5003.903503989603,2996.7215293143586,5496.273930738887,1415.0726883223579,9973.52420199067,4149.8521388771305,1214.9900522816251,2760.7487534599095,1766.8858936428103,903.7090466815804,1417.9507731699196
MS,16492.169693729138,9540.104624166892,17055.062678079343,4251.688294229812,30176.79015895215,4047.6335370046595,3677.254784434137,8519.094806867903,5279.862707168242,2630.782335672412,4220.658942675101
MT,5769.639592699352,3487.613126847703,6419.547753903904,1667.6669775147984,11732.426352431548,4312.798842399539,1431.1325637593193,3246.347094681381,2083.18920348355,1067.5788656929105,1658.4916724670284
MV,7052.493447404004,4163.65339958836,7569.272291992787,1923.4328645958683,13606.869055560648,4191.59865298616,1654.1270124794594,3786.377893420654,2397.4804239794,1217.4009708833794,1931.0291146690824
MYunassigned,4117.15598514294,2324.114994583524,4171.779974961838,1008.328141715231,7209.608250111445,3036.6206622879135,867.3683477710744,1993.3603120489481,1255.872435797198,636.04838210805,1074.2698285699144
NB,8857.422400590083,4862.458336247792,8359.690171922899,1978.7253757723267,14631.364785444992,6128.354202684981,1697.6827586048012,4216.617830542391,2431.281727117207,1186.1553198572183,1986.9108218484766
ND,6730.773606067954,4108.488428147538,7673.282388072831,2011.3549796617613,14367.815617063965,5041.512769109238,1697.4094587840632,3891.711968504014,2519.3885327706935,1330.0126270954775,2076.681515059539
NDB,13682.42039980947,7749.857914874064,13622.681638601322,3326.4364486471845,23809.299910457452,2892.7608311466265,2884.7628256409994,6807.8318156193245,4113.860020089174,2016.5207658900654,3282.509980090121
NI,11924.7595530085,7162.732453311259,13149.695957706717,3389.4748946267664,23652.863301673777,9866.368697771792,2928.6649046581574,6567.203882311645,4234.487007532814,2150.8342157805278,3365.5052597160466
NLL,6704.914253474191,3925.7544565406124,7080.635427800178,1784.5868117856394,12581.351303761361,5570.099605519126,1543.9581651563556,3532.57558779748,2220.8767956580064,1113.2086143739393,1771.3419038559339
NLOT1,682.1455873140561,330.70790183676627,538.4300363130619,105.10256377893671,840.3855742852019,729.9067575367741,89.11198144310151,241.230470502143,127.3804038968701,60.546262571699394,129.2705412570759
NLOT2,4141.967169328748,1685.6331506839244,2431.8939804296674,269.62322190217554,2507.2944508342935,11186.244670173262,251.30605353674773,789.8559228660896,304.4076503351295,87.88602523133166,507.16622178591297
NLOT3,7499.530083118226,3277.872887210725,4999.220075471556,748.8424978192209,6405.929939820895,13255.58400253531,656.7431851713296,1906.5838340343994,883.4630801273487,361.3404772641245,1126.00354485468
NOD,118191.44867563475,50487.74102643272,81664.5421414029,11680.889874146225,106132.00539626082,266473.39794781787,9312.838531307407,26718.59885648151,14254.485699763514,7515.242994073237,23442.663478887825
NODgranularlayer,103803.5566250775,43742.56419029186,71306.99438727055,9794.846800813255,90598.77757974397,259962.04728138997,7674.312668949617,21919.053112057085,12026.814904555591,6584.470339348178,21303.80694927081
NODmolecularlayer,13309.205713732392,6077.220410835531,9099.288846755284,1551.861154983427,13137.02199160814,6568.929502665255,1358.3141348355246,4154.922896298894,1808.592756890714,707.0102239624462,1792.7856478493889
NODpurkinjelayer,1295.246375875367,795.6350001527235,1489.6821861415508,393.32607095669505,2828.5283855097455,0.0,329.96688624316823,764.1580176197714,492.6177575298451,261.94255785982904,406.31975622131097
NOT,10706.111956182245,5960.158269809629,10376.303961777898,2488.049450979779,18053.691728012316,6048.6409230543495,2148.9301263738175,5171.586238198362,3069.468413779306,1501.9572502049184,2493.2951153315526
NPC,9468.435149655228,5543.04926713165,10020.203090931496,2526.9023071783104,17943.82431805959,7338.001690809137,2173.2841956086536,5009.437080657812,3145.7537475651898,1591.3209923433337,2539.6150359040566
NR,7567.674616904269,4509.146428149238,8192.97741155375,2099.6239679888113,14666.506541649735,5110.071769206852,1821.0346965754336,4118.57083815312,2616.4436786207098,1312.228692677062,2048.5224677711453
NTB,7624.201932731218,4441.2063928075095,7845.8420609004315,1982.4972939653803,14173.477164247497,6528.996212728152,1713.7956298232343,4075.5762109277734,2450.5730551272522,1204.8531864658341,1869.9744810309683
NTS,11819.735655813078,7058.337320623028,12896.184273931172,3306.833089618922,23067.09929584503,9751.55737084354,2864.1294662493556,6433.588608465869,4127.279228267441,2083.5959006664366,3268.8532359715305
OLFunassigned,10693.648182148392,4883.39664924786,7962.330169491275,1373.7077453997586,11835.838737605021,16350.579432395185,1110.1380052662976,3175.8157861686927,1670.4234693562528,857.0011880464123,2144.508675065997
OP,9111.613991953109,5284.810594501584,9473.280549794743,2368.722148084131,16852.88869870425,4385.150801676626,2042.644038161229,4740.734433569601,2943.047144972769,1474.7281037000869,2363.211323746998
ORBl1,5333.214725702664,2152.0107740860512,3359.089175549952,392.2259709926679,4171.719155971035,19590.920027916,286.75456029388056,1022.2525169813196,468.5904059468671,258.2002806071768,990.6381149691704
ORBl23,14744.238798184406,6476.051252839872,10209.90832829514,1597.2043381199167,14778.37995649426,60016.11319459771,1259.6906640774566,4015.346224338607,1910.925378141914,964.9557540864116,2699.1755274059474
ORBl5,5107.494420383267,2275.4056515075117,3452.504544061527,548.212413860711,4646.906678478765,14566.364977054673,480.917593008919,1417.6745228675259,644.3125872360249,259.49516760240294,741.0445134462273
ORBl6a,11709.554801794502,4853.077073790783,6971.853317476657,839.6682325454701,7651.963694264336,50728.88417453305,779.7247574261676,2473.1858401730087,946.936201823416,274.47941367517734,1379.0138030057567
ORBl6b,12432.45384683065,5166.4601095880125,7518.280601354102,921.0340358704395,8313.878326476131,53883.33726051723,846.5283250953072,2618.272485023413,1050.5012143325202,333.4400676992752,1554.9626405207173
ORBm1,2389.596973434525,1034.0153642824957,1652.4010412514717,249.7269729991253,2399.530974907668,5142.691281315811,188.45477111591774,619.8885285107734,300.917598850609,163.65345358617068,470.7790404418463
ORBm23,12633.802484497442,5770.724158012914,9300.7889556799,1627.505921583411,14843.864378623493,61502.13600213817,1255.3663040534093,4001.4078778474636,1961.3728066048636,1039.8733875728756,2522.791571966769
ORBm5,6282.986810362081,2872.4561394646266,4472.37083960103,758.6246488723827,6096.510807823973,18960.118396314057,672.7208051945893,1831.4853629799843,905.019281177585,378.69310828816464,984.4631240602462
ORBm6a,17966.966610188058,7651.619766449328,11074.276987693876,1489.0297797807348,12931.836000311223,71354.23341158972,1384.219400097232,4231.787963667763,1696.1495940437242,519.0500082094479,2108.311407602731
ORBm6b,9356.995123316774,4050.537029742686,5949.3338489269045,857.280604271479,7484.231220984759,45089.525195991075,770.1066051824325,2379.2368979953853,986.849217368822,346.3112252837198,1186.8062133943488
ORBvl1,2660.4924022463742,1078.977488523953,1660.721673044418,196.09797132014668,2062.004403523029,4723.183169678041,147.40786774358344,527.4907347134007,231.85589228340214,120.20594550307032,466.79638582790443
ORBvl23,16720.705642778106,7198.589151049136,11350.094507247119,1686.7024047604052,16438.624957443582,74709.69615339323,1273.5333098612523,4325.776460758619,2016.9163252954622,1073.5969359692283,3153.418109602656
ORBvl5,6307.263803875573,2888.9413220034735,4448.676942923388,762.1204195526826,6278.031609141419,17147.4899523531,667.2684353615043,1909.4335318683677,902.7334705079562,376.07808610169724,955.7018416857778
ORBvl6a,11807.039651604611,4907.809391293914,6990.845479797928,849.0352129633727,7716.783455257421,52405.39071842902,795.1323723258574,2550.277086402451,951.005681811667,257.84377833408644,1323.838943269674
ORBvl6b,9641.421456872475,4026.4009220143985,5850.379496555669,728.0727207708826,6426.792627556143,47192.6212918354,679.4054977518634,2055.5356415287147,830.4777065761083,253.47719462945696,1177.017892135297
OT,18984.608269198012,10648.246833772118,19059.81600033641,4586.201146919,33340.68744459411,38539.19785009577,3905.1174766864783,9180.654358678752,5705.341345730999,2919.364067856372,4960.507470032457
OV,15031.780945283122,8281.092788737815,14743.116203700674,3449.249423740657,24458.874852494297,4777.408024471807,2999.7862270726796,6777.295930617822,4295.803426692755,2142.571202572091,3761.8793190018296
P5,3332.946212957359,2005.269879827973,3687.9778176298596,951.4804096051283,6626.330631167944,2869.7898097130696,822.6165228454694,1837.4508376175363,1189.2903336587726,604.4837348668981,946.0006727961057
PA,9688.713156530668,4785.437088168872,8068.369735399552,1617.1600759339478,12419.90115321391,26101.24069063767,1381.1937148834743,3438.8162611614634,1988.7651711904361,979.176551563406,2059.0498397140273
PAA,4175.091147999446,1710.1891757647434,2648.9183340557706,314.11959839827114,2811.8043549424456,12585.327393707827,274.9740696084962,748.8544861776085,376.32159237625615,163.5495167457412,689.852107875684
PAGunassigned,9501.033952134836,5787.750687614758,10682.520537449089,2792.4697803966274,19503.098504951882,9273.672225943392,2405.15571663096,5406.002790097438,3490.280345194068,1782.935193360449,2747.823509046848
PALunassigned,6896.217515668558,3742.9860089609892,6442.1406519761995,1495.735091177928,10934.010649788386,4817.6940039502115,1294.7764388485357,3140.8115211033905,1841.2988371091494,892.0861441917925,1538.3506390528157
PAR,6578.576395543914,3118.563527062002,5205.68888777827,974.8725198283611,8092.9192726359015,22658.30786930162,792.6126442326902,2163.9371128007724,1194.7132013809967,621.9412387009104,1416.019300213943
PARN,4469.558647971148,2681.506248272552,4917.9270128111,1266.3066026088684,8835.200249733249,3717.943969398592,1094.7581231959898,2455.503948982631,1581.690354535207,802.3159832654857,1256.0282942843644
PAS,14841.943307041174,8945.98083745677,16396.770768950522,4247.263674810061,29718.543800771593,13443.484368069925,3665.0107980802504,8277.775637102406,5301.443256044666,2690.612039198861,4173.947717899626
PBG,9448.35976893437,5589.413168351803,10203.049816318928,2585.1436914398205,17902.09930575672,8147.47990811809,2251.759997425501,4988.673623134894,3229.1895508447824,1621.4754128240468,2584.1324465509515
PBunassigned,10567.029197925398,6370.527037068605,11693.500385674455,3024.7363772636654,21035.511239695046,9872.903970289886,2619.380071854222,5858.103908669874,3778.216007737528,1912.3155663570146,2973.8308136909563
PC5,6580.285808645282,3887.8777680861253,6983.37791543324,1782.772159847109,12617.976171995324,5778.699501867836,1540.1273471787413,3575.1319207900683,2213.8258415681994,1104.7521761104883,1717.1360086138077
PCG,12494.260511055332,7418.697930966824,13501.398010450659,3444.0719299873117,24046.39445398314,9356.358946706276,2986.5688506070833,6726.278578195619,4295.184513053404,2159.728245512221,3401.133281796594
PCN,9576.061429705018,5087.249361085593,8530.644759478148,1947.6732774662994,14992.51128575109,13211.902817104505,1646.8156994891365,4358.144754394158,2373.6390322189986,1152.7890874824682,1997.1514175547136
PD,25806.699662357274,14043.250296269925,24306.799548735165,5653.006035874791,41142.39806332741,10544.107199844197,4894.867132529123,11747.103661308523,6972.536297354654,3397.1994263052334,5874.10805549937
PDTg,16595.283427072278,9872.741701885538,18131.08784268429,4630.960248530699,32639.32507808673,6577.4342667954625,3975.1162256685693,8988.808299896778,5787.570403128074,2969.064332056687,4720.4592637044525
PERI1,2606.1983119575552,1210.8841933766203,1975.534280160616,358.7600736460277,3186.5420748496176,9420.497283629546,279.88444031046134,857.516146278323,434.6147024704617,230.5848909844246,537.3494020305486
PERI23,4036.64674697693,1818.2757235812337,2932.706582528107,489.62455341696636,4306.434884841396,16112.22866168258,393.41894899012334,1159.6741389067163,592.6354660832972,302.22742975949404,785.1489795746096
PERI5,3419.0217778019987,1526.178052231109,2331.974091371564,374.8242410313763,3243.0508006823898,9572.385547835649,320.77860916181106,968.9793854500232,441.7551767167409,187.9075032402858,521.0478512249856
PERI6a,5633.026067294534,2345.4473131061295,3500.0288946331243,436.17703436627676,3866.529849782704,19592.88694142794,394.94545550194215,1155.2457153010707,507.78124110515574,184.43999234208252,787.1238452678782
PERI6b,4862.637047193735,2023.9159269840738,2989.181551791795,368.40485745558163,3211.74799544225,20704.119417915736,342.48207362326167,990.806926952049,425.8911035274468,140.8952759760406,640.0654070726068
PF,10325.934317037305,5475.041732081937,9265.996602047995,2110.6991771935186,16450.577556086944,20654.131986586795,1759.6162765265808,4691.042828474849,2579.573001029281,1288.830548338379,2265.3938605505173
PFL,66580.51930362606,28049.759540698768,45090.60234471096,6159.265399326557,57120.64735723338,161208.5724541899,4882.981764000442,14263.943889672768,7500.913090593423,3959.579017859768,13008.716796895418
PFLgranularlayer,59815.468445027,24926.832267643134,40372.12879170711,5334.313902676432,50318.44987944994,158230.40911313603,4153.8685174690845,12115.007627797886,6533.888920808033,3579.5954214704793,12078.39159673277
PFLmolecularlayer,6234.080902409418,2801.6080023492286,4123.118054231919,670.4099470468416,5714.615581930329,2978.1633410538698,596.870955694392,1850.791212729089,773.6211208166541,279.96133889206396,773.6650904232193
PFLpurkinjelayer,594.0649489197491,358.6429385059772,663.6079065540108,172.0989936202091,1219.279806391425,0.0,146.67342130084145,333.87621179545283,215.25682981774898,111.74124471444864,175.24192829342127
PG,7998.760816055323,5017.898101165423,9379.635069735603,2517.6475590713794,17558.92324321609,8458.113344832605,2158.1038661327157,4843.38522078596,3151.713848636323,1627.67627206849,2443.3288977295897
PGRNd,4098.522583734965,2433.4343035138895,4453.1995698573155,1134.4537575770362,7937.694714840204,3023.341978662201,980.1406834283581,2200.4269354073554,1417.0247420695682,719.4550431336677,1142.4999656807604
PGRNl,4474.411600883415,2666.1601179465038,4873.6397602853585,1245.5449302700563,8656.81710015239,3778.092165602938,1081.3439325038855,2412.9676997875176,1555.3390063790966,783.7891499841734,1235.603041678975
PH,18955.076450495122,9721.691849778352,16184.36679538697,3467.091518686359,25975.44171326741,11813.314340128856,3018.6775840475843,7580.167429059165,4232.211951116542,1978.654799499049,3742.9399846532733
PIL,7587.038985832028,3861.2410255998648,6387.386205399916,1360.9050394034737,10564.674728764914,7743.181337057046,1158.8172322411892,3063.7278386961575,1655.2764536776576,790.8306357106101,1502.0531523336167
PIR,6887.154794576247,2813.3572960891343,4271.182836194919,495.9053433356914,4501.012432510931,22489.84413020314,440.40918001494384,1255.0201185165745,585.0826921416833,233.85086093272128,1054.413802304621
PL1,3646.282297381017,1611.0699802409113,2579.605210055579,417.29786963263285,4035.3456067112156,16618.93406119021,308.43774395581823,1055.8250606218805,501.5771198709006,277.418626153344,732.6709029767011
PL23,12512.845419590089,5715.6200073652835,9029.534140333823,1566.846040925175,13916.449397049513,62465.92663000031,1260.136597756299,3921.37690474372,1872.9519501676564,918.921261653808,2258.250497324679
PL5,4959.652228561206,2263.530731692411,3549.2413163133465,602.2956100506659,4938.461030925989,14771.025150280866,523.1987072505842,1450.8901198746955,720.4905942056552,315.48687111003255,815.2431459036676
PL6a,16374.13859072758,6968.570615168305,10186.83703360803,1372.7672446805018,11975.474524475305,58770.97439530077,1259.3227359852053,3823.796470859309,1574.826339434956,517.5626982041777,2034.5733549178226
PL6b,13555.167288094208,5754.8639317110565,8410.116241899494,1126.1329073898366,9963.04315505409,42246.40605912883,1023.4023243413462,3160.706463765192,1290.6661603371315,431.79708894305804,1700.3370412125657
PMd,28553.823044223514,14714.573701637068,24973.00940654313,5347.193109358809,38949.65787717265,19082.400168163153,4700.730248221668,11142.644154680516,6581.42408316687,3114.924808752972,5988.680697441962
PMv,26287.676629794438,12763.864350347832,20142.77039058641,3942.3354906884906,31139.386269034934,14520.571221392958,3438.7729485649525,9479.238843569758,4715.83769535695,2050.566951460343,4275.84145308902
PN,7637.6555602588205,4659.0339131070705,8639.333472539873,2261.4250489598026,15906.368204004677,4468.571366256795,1934.7159984988637,4372.367876755298,2829.085536333725,1462.0300252087209,2263.3895945742956
PO,10707.185102978065,5487.289881299895,9362.686328229716,2007.7278713532137,15492.225402588869,12519.891287793562,1687.5868203988923,4296.678747776376,2470.0709238246213,1244.82715589705,2401.236993833641
POL,10546.730830564444,4878.012071287971,7570.084574152336,1341.1897494698935,11382.744042554083,7966.890907162545,1133.618438904824,3389.9640441895726,1591.3627162599134,707.9172441450808,1696.8349376694657
POR,4504.509307586598,2675.8105217889956,4897.364158406813,1248.5693024960592,8747.037241155935,3575.076611714041,1077.7414822040612,2423.9824554574925,1559.4654337830743,792.6200828659685,1257.6973679416565
POST,10979.21983191445,4273.73200380985,6379.190434770305,574.0518979906469,5789.390465070106,36992.8679011021,511.4804478017023,1545.3298647746035,666.7526010395358,247.97285628670636,1635.69228328465
PP,5970.409392730052,3181.1850066428,5463.206485676501,1239.4833144759305,9267.766506392487,6982.099988875507,1058.5511139423097,2626.2006244622908,1525.3694886410883,752.704548863905,1344.0918321137215
PPN,6007.2366896534895,3632.480380710903,6692.165538404261,1735.6410440399623,12099.751775411232,5141.6463831588335,1498.2450996905047,3353.4705567258934,2169.5989935103685,1105.3118432901827,1719.7040209023157
PPT,13761.762104891553,7981.072660721984,14276.804707269397,3568.5640090175502,25283.50064053042,10693.246599916103,3088.9523439119303,7143.772894237049,4431.893493681389,2206.2706344331386,3526.5208127055976
PPY,5746.420360622604,3404.579196146642,6207.646823017998,1577.156440859004,10958.931639990691,4549.8909980342105,1371.1866186573557,3058.2174545008875,1968.8269673632196,989.3108752099744,1569.1942230149677
PR,11015.626829696761,5350.570973224826,8586.924185072165,1696.7632249858395,14001.927533182412,11682.485682685769,1413.1054210795628,4076.5613944477427,2039.9523261752029,970.0360062849495,2012.352993371781
PRC,25105.27484211695,12277.831249220322,19500.959175569948,3857.203533664141,29844.55196759832,9400.890361112486,3398.5509522969446,9089.969388410977,4629.468147153276,2003.1818083453757,4130.34536163051
PRE,7636.6834887772675,3082.0316098570884,4733.180383993114,527.4636678218212,4966.061148505588,24906.430610771964,452.6420033488848,1308.0843903935104,627.6339456208354,275.16222007094933,1248.3878804357128
PRM,51369.14637829409,22118.103386167797,35452.09270792636,5193.88636323496,47153.01968318489,124719.4808673007,4160.596879684942,12224.77445134683,6297.051953567546,3239.6206642151164,9862.252097773297
PRMgranularlayer,39324.21845516509,16518.11238983575,26988.095887433363,3686.5997930127623,34762.002210463834,118786.55746054607,2829.8602635826264,8297.306103070765,4530.090064296524,2543.720071997607,8211.282920301515
PRMmolecularlayer,11014.141321057967,4979.036241025478,7311.584981499128,1210.2469590432688,10317.126158215851,5932.92340675464,1075.2966371726566,3360.226587431031,1394.768626958422,503.9936577008988,1347.2189845479895
PRMpurkinjelayer,1086.4462655005227,653.875008552747,1212.612401307886,312.53091725462053,2190.379896049941,0.0,268.148609423023,598.8209580186759,391.47304185927936,202.26655704091488,320.17698855315126
PRNc,3915.168722518504,2351.5442576557266,4309.969561658773,1111.5234908085592,7759.875718178055,3196.1386415467605,960.761881601702,2159.476966029643,1387.9270992693791,703.5688261284363,1098.1711618724833
PRNr,4882.638796750546,2948.256258408125,5417.8053768262525,1406.2685780909203,9885.678140286034,3371.303751143072,1208.2995689374934,2741.3152674428766,1756.0149918456268,897.4618366627735,1393.2288889161262
PRP,8323.914198251186,4946.232082412771,9027.724323824605,2303.0899509107103,16087.312314725385,6097.329422110317,1994.1630576465286,4481.493059811979,2874.5087584866933,1451.7645084160067,2293.2804459412246
PS,14580.164669322932,8361.105904420354,14909.773321336725,3672.634065968507,25831.063591714512,7035.304083877924,3201.346168104542,7311.171576428525,4562.383904997893,2250.7875759225967,3661.5131807208368
PST,8934.30982025961,4877.812951322945,8504.660750128325,1987.9308820931303,14607.438574605487,4851.607303007741,1703.1959644579742,4117.237225132335,2456.1678665472755,1221.208886543387,2113.475112770669
PSTN,18078.48439350929,9825.762008569478,17064.897134087267,3972.961880754097,29441.11639796548,11174.680671201279,3390.4885381588733,8306.545419923266,4902.065572593403,2440.6807262737398,4236.962149088733
PSV,8841.568600913723,5243.19806102234,9589.705747696848,2461.789212172206,18027.207636871684,3883.917669084076,2059.9916120336993,4930.234432917218,3067.6394954266584,1613.4981666473352,2554.3811413996236
PT,14863.259355796912,7438.285227752301,12064.83230031203,2515.9411259578546,20207.364427765704,16788.376977805958,2114.6144057258907,5925.468561334041,3035.2075966400957,1439.8596615963934,2779.4838136549024
PVH,38469.345667673726,17394.12662501534,26072.521523985077,4307.536817111505,35964.83487860433,6665.583201680128,3831.5852281948237,11379.099766335683,5028.164552741123,1917.2070601758205,5164.110730052342
PVHd,29540.03416106245,13257.776297370327,20122.92746993682,3245.499556392706,26699.103280004485,4401.317180834014,2905.5845252896743,8270.380497675338,3819.3704196556637,1487.6567576288721,4186.176668011892
PVT,20660.72100114846,11338.33850960849,19851.948425341605,4666.717041412395,34159.74445866293,25090.65558861347,3999.9311532686306,9602.982995500606,5772.598488191018,2878.54878170089,4958.202687893185
PVa,48994.402397058024,20134.54745244576,29794.871481463226,3496.1332232756113,31473.182524959964,9092.906789573546,3202.942141179545,9460.61848333335,4042.226095782758,1385.376827110304,6652.842609234987
PVi,18021.885238671603,8495.355252801559,13184.843369266471,2404.3651531132164,18748.466930003706,6526.516676673153,2160.9673174381924,5827.304358425058,2861.552564401539,1157.7726582516093,2690.786022809889
PVp,16059.752911935548,7892.713002224577,12865.1454721197,2539.6137811880535,18731.79585915425,7175.892067786428,2280.15991278104,5567.599903650887,3088.146415889277,1356.51913780935,2865.2418027185286
PVpo,34102.94388899341,16261.043708790095,25774.841826056367,4826.882284831694,37580.436501053904,6107.131547743263,4268.650661050805,11315.01356298989,5797.640552392272,2499.748158901946,5617.3018720690225
PYR,83448.74597297524,35851.62165749632,57518.85236013425,8373.685098028083,76261.95887272737,201816.44516650809,6689.589895717454,19668.0881354459,10159.475378740784,5255.675763735915,16100.370941793693
PYRgranularlayer,65398.018617199734,27416.14358858038,44726.539718737644,6063.959684600353,57252.87435290591,192540.66651259683,4661.68231197697,13670.164192585711,7447.890541190758,4170.1390858041095,13583.565399928839
PYRmolecularlayer,16651.581097779977,7592.098759452439,11227.675482835453,1905.9938733775814,16185.99300378156,9275.778653911253,1681.0354066422713,5225.459811930529,2205.8227960324507,824.6163120450173,2104.513627897496
PYRpurkinjelayer,1473.8432247613532,887.5348935880133,1645.3860131130791,424.5352704712204,2980.917750453821,0.0,363.82213513499596,815.127176773569,531.6424651630276,274.92752471983897,434.5044079475124
Pa4,7401.730682118819,4523.089734455651,8377.057650890361,2194.0277962323453,15293.272799741646,6446.275702431314,1889.5267961857821,4226.327025181512,2744.6706288038504,1405.786665189497,2167.4417869463928
Pa5,13908.251480433279,8292.501661095917,15223.753144330785,3911.0567212597725,28020.899521452535,7987.592861816624,3319.0262431521487,7691.002180256323,4882.456574103532,2534.8301837949766,4006.912225487482
PeF,15934.714125443303,7663.226995120071,12225.185649703388,2333.2595630543533,18149.722994766817,4604.920858045531,2051.413159807867,5428.712033609271,2808.8286100473565,1232.9844972324338,2698.4430969395735
PoT,7692.5707580324,3766.853882016302,6079.376254915696,1213.0657353867841,9709.479699301455,6827.189243169145,1030.5807759492518,2843.418978665786,1463.30542895695,682.9643465778304,1403.5982365750651
ProS,6199.412038169939,2815.128992913569,4424.17226552705,739.2325490991246,6012.445923900514,16413.376071149618,646.7160942570797,1758.1855084374174,886.1325447749005,386.3164461935667,1024.0048149176953
Punassigned,7023.3289624710005,4100.00723413297,7445.017128782727,1866.880838484227,13191.978562758837,5949.666728292026,1608.3327525797108,3658.5295113360867,2328.4057966850182,1181.598002306029,1909.0425326728669
RCH,20759.653196477888,8670.390057022065,12862.973564499509,1622.8566617635738,14492.527545383113,2042.2660420209809,1464.4868545118936,4387.899048763092,1880.0441441295416,672.7447719835831,2833.676524466517
RE,15312.931267784008,7248.987402687394,11445.29510670304,2143.5950868283903,17985.62295639831,18467.026052794252,1792.3477681963861,5280.665895555829,2561.599999043297,1187.2571430617347,2638.1248149070457
RH,19062.850112155895,9283.410595977557,14901.711412633946,2966.3690276871935,24671.240780562614,15550.964543461232,2451.8452057868,7169.366860296675,3564.3846957967958,1710.555158119517,3509.471492136261
RL,7285.634632365027,4331.993487004313,7874.516125052443,2012.2613699994772,14034.389567362397,5315.547323146931,1746.9603809654252,3936.6088836078416,2508.5026198256624,1257.7834886863511,1972.429583105227
RM,4589.763092895826,2785.56875398091,5136.923164854323,1336.8839717132519,9305.570697039017,4337.0212182164705,1154.6392637661659,2580.9293395598606,1671.2839151824564,851.044594885438,1318.2116190718339
RN,2937.8728512807215,1760.6837717404371,3248.0442980959638,834.4666893530898,5846.161641082449,2518.313917414901,717.7579436087684,1607.8059953262261,1043.985847472953,535.7470619840075,847.4084132428953
RO,4580.798001685663,2748.2978480721827,5047.449102044926,1297.5878031167663,8996.890764161144,4243.382196036881,1125.9373735769761,2500.094483116251,1621.9349107542807,820.3446448147396,1287.6475000888352
RPA,10014.445121603141,6057.323923102921,11189.018558082851,2899.7905529285526,20191.85198278267,10111.82209297593,2502.5180587605078,5576.996334089456,3627.7752792081,1853.2419467270227,2894.024905664481
RPF,2788.062072633207,1696.5976493111539,3147.9712215201657,823.1319503777844,5843.3682325008485,2194.7894843424783,699.5915834186455,1598.5763076928522,1029.6510596108103,536.5785854251634,834.142233429714
RPO,7172.500313255399,4296.455364711913,7876.987692494369,2024.772555934626,14122.78345088626,5925.434428153458,1751.1894197443648,3924.6121507985476,2529.1342879191666,1282.306600159232,2011.7316654980734
RR,5576.017123143244,3400.5784967484888,6290.447597587872,1645.1141388520803,11486.500585349475,4853.613291346558,1415.9290975871013,3175.430810534368,2057.4036721736557,1053.764107908064,1626.7300307620858
RSPagl1,2774.039127294809,1044.0101442758773,1555.7096405925247,115.4384126430564,1428.7559176907773,6577.525648828147,88.83397876670351,343.5742543644544,132.51085427745562,60.74931714514961,440.6018068008326
RSPagl23,14761.841576773995,5583.996319723698,8565.302643181349,684.5529730210528,8094.067254983182,69412.93915490103,512.1686068867443,1802.0656652037019,814.1076450647225,431.4937102216313,2584.0606273270355
RSPagl5,8469.825082094818,3766.4856182612093,5839.487779956807,932.9586345078429,8174.801028020302,28629.08473608715,781.581601264911,2357.845460063265,1108.0503147625304,501.56039375227806,1392.3385825925357
RSPagl6a,8941.161597457329,3544.478593388874,5065.674937608459,487.76120734429963,4845.8414493682785,42946.56291360097,455.78177705453237,1507.3884056300467,541.7940589147067,140.04513343057332,1086.7341873581468
