,bAC,bIR,bNAC,bSTUT,cAC,cADpyr,cIR,cNAC,cSTUT,dNAC,dSTUT
DMH,36182.058853750226,17493.464497423363,27707.090757474154,5339.474490339149,41041.33181376344,10228.471729974912,4750.797729947987,12524.813113335449,6408.139734251382,2726.007248215491,5855.279703696526
DMX,4764.484913362746,2804.132427737407,5086.933713356093,1284.7005961800473,8940.648178541807,3873.419542037862,1118.3827582198455,2505.0104824218747,1601.9838205777105,800.8842867554588,1275.297086038864
DN,106794.36065763478,42839.074997794225,64670.484280480116,6871.026533701014,63804.67232077732,44950.42925271529,6167.537038937493,17569.76656423666,8076.840485210573,3115.1173977825542,16132.865240256853
DP,9368.092219871633,4054.1529320157892,6172.222904395638,891.834629933925,7579.489561078545,24838.55023146538,793.1485089528659,2255.7915043102676,1052.1822421635925,419.3813454403664,1390.7122107475805
DR,11394.082336811916,7013.425513394729,13003.844184767502,3433.697870911785,24029.126040194922,9712.841241116585,2947.2287172772903,6643.480602111262,4293.690806435714,2206.4550246822614,3367.5027231847625
DT,11111.165210760557,5529.984749858958,9082.688440874825,1853.9285794595191,14278.46752156387,7763.227394311752,1601.2999490076163,4152.356505330614,2253.950355731018,1052.672182994861,2119.8228289760177
DTN,21375.53534527639,12476.298914368303,22424.294954826146,5646.53461407004,40190.22191563718,7292.331514387161,4860.764116455397,11292.39556442692,7017.805379478192,3528.3120284307156,5611.078922411772
ECT1,2875.0395505485503,1169.4761804534041,1771.0317584500115,206.97536640720818,2079.4289695403018,5276.194563296175,167.25607181992328,562.3653405017726,242.36372024907448,110.49600227101361,460.7790359015188
ECT23,9018.937659215428,3666.263105596776,5512.0201580194225,630.1280066172674,6029.467298045169,38434.73443809442,541.9345723018869,1686.1977451571936,735.8952874023548,299.7279958855422,1362.6181029976126
ECT5,6291.204071214617,2724.9103196801047,4077.0029351020466,589.4677729367656,5063.098639781454,17885.24376925029,527.555933700157,1558.8812696159046,687.4165441715877,257.80938170623966,865.8112412127927
ECT6a,6474.376619008222,2725.2749310588106,4026.8158609060597,521.8825868775639,4579.777990036538,23664.76334856701,476.3299990078203,1416.2400049261828,603.2189342565096,208.22528262762575,855.5793227525039
ECT6b,7298.074670194741,3081.7990997774505,4621.78226779328,609.0100290762143,5284.302376467169,26355.361931422955,550.8903374658632,1588.277767156732,711.8161703312579,263.7319741204249,1027.8392916234332
ECU,6877.463023942469,4164.378452392533,7691.384663659216,1997.7933802234973,13985.04481321495,5729.766602689004,1717.9012409759005,3859.161785400931,2498.371297389088,1281.0479735786816,1995.699729788984
ENTl1,1125.736622591084,472.11973257715334,723.4890057666496,96.17195124905703,924.9280722622957,1432.6211188552265,77.56212986327891,253.68359715893482,113.48498491776141,53.23588872318452,186.2136909167263
ENTl2,4532.30003092469,2071.342898991268,3323.9836919504774,575.1043404231651,4996.247572639388,16218.787767495434,466.6023600488828,1378.5430447832166,693.6091875426322,345.5116746132027,858.3730864931266
ENTl3,6023.219407237498,2715.238142103809,4369.363398768233,726.788807576378,6249.778133789608,18762.897172551682,597.2287067040269,1703.096858814622,879.7671600934981,435.51680590657406,1143.2699505419007
ENTl5,6337.70650844284,2777.3644731300146,4303.608301892693,655.3901706116703,5702.764880128397,17386.34555066008,557.4990553864549,1634.614529215426,779.5532417448119,346.2172574914846,1034.0055168596361
ENTl6a,9718.129970607315,3936.7974919897415,5793.0946590327,636.5110236203116,5936.648232957236,36409.048631761376,580.3782911279241,1768.2773597630444,731.2455100693704,245.60170539049065,1313.3406975765351
ENTm1,1220.185667543938,527.0976015391655,833.4793324484717,123.20457500265724,1126.1035809528412,2477.6369684307306,99.0908387268523,300.9610405973752,148.09445364499172,73.89349356047192,223.3667163663157
ENTm2,3958.3081627105034,1759.0730556267777,2820.5125059720854,452.6294945343957,3978.8480921886435,11998.655145270044,367.7905766814738,1072.037597406143,547.2515987420318,274.08312626818605,750.2081522324173
ENTm3,7549.1322974231425,3130.304771386225,4788.239371110956,602.3775126253113,5647.742226507065,25313.845477341973,505.4204716487406,1552.2691520935807,711.9905074078857,316.1830305417095,1217.152155393655
ENTm5,10131.906174108954,4003.7736224081727,5955.880729356855,584.4187192939061,5787.662049147267,33010.9837743649,516.5935578590658,1600.4984959248936,676.3753781639731,251.73847917496363,1480.7303233794503
ENTm6,13974.375670867095,5461.1664963763915,8160.789313549057,748.2627538847265,7330.367817621716,46834.79367829079,679.3035564685503,1978.0380104695657,871.2581540652138,314.9499977771353,2066.2920589814867
EPd,3075.8202238174704,1535.367047959684,2514.518110329865,518.8108003610591,4082.731514199167,8933.727843805096,441.1056731273752,1185.8002863458437,629.1496616288449,298.38284976923234,589.8488073985492
EPv,5982.180113341527,2700.442761758286,4195.0526886047255,692.6558385801054,5782.411799269103,13480.220204891031,599.880857625394,1706.8291114198605,824.5996405253215,356.6625848451268,956.5790565241213
EW,7629.55881396761,4585.258412028599,8418.983610965479,2174.047870932908,15271.780481272164,4119.565010608665,1869.8805448066116,4231.806008315139,2715.1525276275647,1386.3766395155242,2166.622871547589
Eth,9101.979429860785,4726.252552562546,8102.812676627091,1772.6967238231725,13576.625502151424,10938.8400455156,1492.4092692783943,3773.8463631885515,2182.7697391747192,1100.4334852478032,2071.0091578158267
FC,6499.122458627353,2558.3567977038956,3986.196857487956,396.6588255258128,3828.6089041484233,22795.487104646225,337.0923223091945,920.7102388994435,479.47516635833506,225.19918488164785,1130.4587396192373
FF,5596.606703319463,3012.5285350657,5228.41908019951,1202.2873893900942,8991.919573657447,3282.5428711090426,1020.3003363255258,2519.3761455539266,1483.6677022892832,744.7476788629081,1316.9149108512202
FL,111110.17214549407,47671.468486350874,76702.44675218173,11023.67804651665,96876.45497916086,168897.58540883873,9097.213502678667,25014.147746222545,13429.142916697627,6737.394284199754,21218.07445904333
FLgranularlayer,102416.14856848851,43646.81544126434,70575.48204950048,9945.922507983661,88059.20349253702,165525.14359769988,8144.968998017907,22254.189286036326,12160.452740485878,6230.013974970018,19984.33328352798
FLmolecularlayer,7975.553201576987,3593.9587993881346,5334.678863053483,874.1462055502569,7397.270587592462,3372.4418111388627,776.3711368737454,2367.1881288351783,1014.1199223948494,377.7225023656824,1029.5323059092152
FLpurkinjelayer,803.5004054185124,480.9651271420692,884.2172265440023,227.2868456443255,1599.203586403298,0.0,195.1988181075336,441.2525871217774,284.0289381077949,145.57221246373263,229.44529965223833
FN,35584.919117820726,16532.7579659847,27875.20013682921,4963.010283251715,40454.394278560925,58293.455259062954,4092.2580276549143,10488.2566132946,6132.43111960449,3209.593928302211,7830.685646920433
FOTU,59372.033537266914,25631.422202563524,40945.765186794146,6043.2734701038535,54764.7291523289,139034.3148072728,4857.333254814191,14347.731324189836,7310.675267505198,3720.743810092266,11247.636539609157
FOTUgranularlayer,43444.33452770479,18229.116454213156,29776.44730141156,4052.7818647359495,38273.47657956065,130825.54511756981,3108.8000606637934,9123.461872570186,4980.149419380752,2798.7169133617026,9067.85198924913
FOTUmolecularlayer,14837.318313767479,6740.023633344246,9933.954657370234,1669.0817727834444,14224.877231298924,8208.769689703004,1474.6337929448612,4608.39236781325,1927.6594057210982,711.603245713864,1848.9292176400756
FOTUpurkinjelayer,1127.9092440791226,684.4663487520678,1275.9323089024645,331.86184737713734,2345.668915428353,0.0,282.4152398820594,637.3114504914065,415.8690417116453,217.46099616409376,342.01512526502614
FRP23,3198.5240662324936,1278.4448067283683,1978.2599623714252,222.72437368158523,2496.745520777374,9555.332851443205,155.68320690791313,609.7131506713625,263.8991032837982,149.3906259780934,588.8260599175647
FRP5,4402.36029837618,1977.468053375462,3019.7422405855896,493.4525128569357,4229.261359258471,13754.695328731295,424.5521021229104,1273.9045711673618,581.4272566983257,244.8498984167909,663.6556922431806
FRP6a,14521.829586663784,6073.363863729253,8975.622158320259,1139.671478475018,10272.450680202912,61238.48170956204,1022.7558352509313,3129.366571774879,1315.8055747443823,469.18383576278325,1957.4462214892726
FRP6b,11538.760149846958,4696.87900555002,6692.117535683046,737.5685413054465,6907.010430198359,48184.45228123278,694.4412706176263,2240.765083427011,822.7921090141894,213.57440610529153,1329.5487733071138
FS,5086.5975448633235,2876.589180786237,5065.877941897725,1236.0078282530876,8926.674601790208,9258.039023621535,1064.3965748489309,2535.7421178504587,1529.0194059976268,757.6344088932019,1239.2996885319078
GPe,6686.517748115295,3951.4577154186622,7136.620046613737,1823.6087706016867,13064.164958521784,8313.636242530372,1558.6232938275562,3657.9011921625843,2266.9251994101824,1151.618334391069,1803.196021883459
GPi,2335.0813486494576,1310.5607767770914,2298.942442648372,556.1097308463303,4027.0402397899165,1317.7247113653557,479.08369129196586,1145.5830592879724,687.3938697540959,339.5943173698747,560.6486676155089
GRN,2543.1382690633877,1524.591088138198,2802.2717088020663,720.8581664643567,5044.865614757089,1980.9659093057387,621.386140217629,1395.6833542874954,900.9002420087061,459.5561773353833,722.6091646106638
GU1,2120.414258905356,840.7766202991592,1251.4702140312804,129.3086263660366,1413.278478839203,2781.1518819552493,101.25426632920784,379.3358661450249,148.78689888843405,67.01090508162227,328.14223409412017
GU23,8518.988342314255,3628.4311028129396,5760.094175918086,826.0488859610281,8044.532239897672,41330.13226757605,624.5889042623165,2066.9349980029056,993.3682031580174,536.0986160926753,1641.3808233085701
GU4,10053.09117464005,4414.287852794033,6762.726199359057,1031.415625151628,8886.397025203327,30437.372412193527,892.7931757169707,2620.607018544879,1219.1806712228886,514.152541577152,1548.0601371377159
GU5,4344.655858267969,1913.416971263364,2928.2637302965,447.9540212972898,3758.096284413138,12799.717989666024,396.3076908225982,1124.1195338286159,529.7938352225011,215.32595832509878,652.9699551936128
GU6a,8771.187563076834,3671.0698102348047,5329.658979240896,674.8299765125012,6142.404017276661,31664.98999295824,611.8488520554095,1943.317525580251,768.1607779657647,249.64272736360786,1088.7277332552892
GU6b,17674.816932783186,7437.47686040483,11008.292632564448,1456.881262656043,13871.351982122402,59926.535822989754,1230.1908809396814,4132.549383127804,1678.7956526321711,670.5191616685912,2491.7518123639584
HATA,4369.821488039309,1962.861930956088,3159.3126389133313,517.2532272780217,4340.620932527198,10721.230120046072,434.924596183178,1187.7109508860071,627.3725013171991,302.56717917318343,816.411865837241
HPFunassigned,3804.343565958611,1590.5171743674382,2453.9173685452206,315.2404461396845,2764.2554961069154,11559.043327771116,276.8290890381214,766.4648869816898,375.87511729292527,159.6806994080384,612.1786765406698
HYunassigned,20212.017443496443,10106.338080102487,16567.56719795807,3398.2387053858,25633.338796905322,8536.960357093769,2981.8190130750677,7554.0345992421335,4130.921647465327,1881.7855764696965,3757.0232329873943
I5,4522.469985183302,2755.623112209851,5122.796211541981,1337.485628001303,9380.92620127232,3940.5613000260105,1145.3982906356634,2569.8488626652006,1674.8423056858783,866.8006927347369,1349.8330336067727
IA,20603.276922296296,9977.407559422638,16187.521872762354,3140.3872228299488,24660.37560803436,37322.77618850866,2707.791702179852,7162.772426270039,3804.339499783672,1760.5000745574791,3790.7196249263416
IAD,13655.294767678502,6857.013350771109,10918.04264056246,2302.8726315387025,18694.743334765015,13420.65298373288,1937.5062885310901,5629.317885767607,2755.0201609162036,1269.6614017625557,2367.1005632651672
IAM,19007.057971497707,8903.584027272993,14028.765329071797,2564.5600606891426,21631.12941049832,18846.777271689232,2145.399528890986,6326.8737492357195,3063.4764165319657,1416.9932434837376,3259.2221274396707
ICB,4078.4249932845314,2418.3745420256973,4423.856848560122,1132.2222243574518,8171.839334306093,1496.8985690135073,957.4025596051812,2244.0126825890757,1411.9965689327116,734.3683539027423,1164.626190097341
ICc,15012.301844760153,8866.251297413788,16210.206986311376,4141.300296807589,30298.675818149863,9010.109653668987,3468.810403008069,8277.13849592569,5161.824283811864,2713.537867807884,4323.471881755537
ICd,19140.01468872321,11204.816124435538,20270.943357287026,5119.900374003479,36696.164182443594,14296.683171755836,4373.402588933425,10202.79765559845,6372.359731837925,3251.416500738738,5190.389833964322
ICe,15560.98098134835,9137.938200493158,16572.22760469025,4203.354791507266,30313.05422731216,10968.336268253453,3570.63550205073,8393.885275403329,5232.5947481630665,2691.199202767943,4285.466761783696
IF,9638.572778283955,5804.055889698777,10686.391942889119,2764.8734098274354,19481.00969012353,4463.062339767775,2370.2965094542947,5376.054690140763,3454.8224634941093,1774.4750077063993,2775.090810651164
IG,2877.0430448794264,1096.2954655161752,1622.2977429281716,126.58932780028198,1386.5829956354362,6256.024336710161,111.31073042279714,359.90815755652693,145.1249518907932,52.34984555850422,424.8772785741738
IGL,11348.418992543851,5794.970536875486,9654.876233649029,2065.045756459749,15945.32591847239,6414.063290260347,1757.9597317871744,4587.585715301508,2518.606350174729,1214.207212102435,2306.669981434608
III,3286.496261262168,1982.3098311174758,3673.0381238440314,947.2063784065685,6564.2632035805755,2928.0851143110726,819.1522306435339,1804.8441871432956,1186.6197328695998,606.8808566890594,956.9454939249645
IIInunassigned,4310.507835459901,2586.798668948065,4790.92197993668,1241.2270614789802,9063.689315706379,1436.4004383745048,1034.9871739496696,2449.8192575133507,1551.235450935476,826.2566664422728,1306.6293953917152
IInunassigned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILA1,3513.5751926189623,1587.5013184987959,2572.7384327449195,444.0439238058721,4278.25398621681,17764.69312571767,322.7297435613104,1115.564878504595,535.4175968108698,304.06152625455087,743.3834908478265
ILA23,12649.586147627415,5836.213392821369,9262.0866238201,1658.445059516678,14999.631058489133,63389.00301950279,1300.356259593119,4192.364404801086,1982.763678016367,1006.7260369229083,2364.242838021165
ILA5,7054.724296041619,3205.3175043985007,4984.856816682619,830.8488906045689,6668.062900065489,20870.51957592263,740.178869360573,2001.4224609639423,991.1673865060302,411.3070130468948,1099.8071237527736
ILA6a,16364.794679505083,7171.185890603888,10642.541843495845,1590.5209015192086,13351.423675795297,49879.72679266147,1448.938465645323,4245.636113880385,1846.6569096705384,653.8544521765119,2116.8057778289917
ILA6b,14480.422250984502,6130.62826310052,9153.220452083095,1218.2616402624221,10632.119521171966,39523.88311770972,1098.8637031173007,3226.873570863427,1418.8583335638973,520.5913237480512,2003.3271106285194
IMD,14206.89463529583,7495.017568262445,12817.017467020618,2876.52443226897,21928.468213792436,13957.034177502523,2428.7887336904187,6183.4215221845025,3534.2641143056217,1763.2150626517512,3191.7016307865442
INC,3236.962740217867,1993.8641858994276,3785.3107038964076,998.3859631307006,7198.434002016158,2927.5114201594943,831.3787532590427,1907.185183121205,1254.94540193411,680.1260874784383,1071.4059046522991
IO,6821.735262071667,4282.813133578894,8008.302808232562,2150.7352083672467,14990.293965002804,7422.418927619418,1844.127336347133,4135.042382247071,2692.591758061555,1390.3209714086775,2085.7675863196723
IP,20078.760362234458,10135.87885446226,17526.721794473026,3641.6280527121257,27708.0551680516,26407.429266469426,3078.7214702089063,7471.093046545911,4513.4015276351965,2306.453532349192,4687.392524803726
IPA,10515.452241420915,6207.859596095218,11234.861660483062,2856.085229542451,20112.236821160583,4704.390835626981,2468.505801064087,5642.369439472789,3555.9456795426736,1787.3003284786957,2816.8825489757355
IPC,18931.240539806622,11361.89112711659,20715.10882466833,5363.843381671511,38085.21695014338,4752.524852765348,4592.399497319818,10621.180483971484,6681.930591506766,3407.618304022057,5275.114123132568
IPDL,10735.63732210068,6394.525877113512,11639.850738709876,2987.4680467441235,21139.508155893545,3763.9178235680574,2566.387471189518,5895.207956138812,3722.590824326807,1891.3261307198895,2959.657774109657
IPDM,13161.483650494374,7918.444779225278,14552.506073635343,3759.797937681891,26351.881196882117,9333.785171095438,3237.4222690438196,7300.802255180134,4697.007980689168,2396.795754652471,3744.8894711245575
IPI,12158.925188427922,7254.567403408692,13186.039613471608,3392.2891786808777,23998.48640354041,3798.405480403178,2916.127068948407,6712.671547815226,4224.663398668145,2140.9105497068886,3332.7865476025304
IPL,8770.977768211049,5271.618394355192,9638.127708800814,2493.186168915786,17543.51501814673,4238.874319418007,2145.479911110979,4889.520455997646,3109.5008981830965,1580.3357163393118,2452.833575204299
IPNunassigned,15350.390485632768,9007.363902673509,16241.737401409226,4096.166515130124,28568.27260940408,8529.57388506168,3569.962379312255,8060.713096598892,5099.006346057513,2531.883797672445,4015.2138766350117
IPR,23596.289985570816,14170.688075250255,25858.129822346236,6707.77105945195,47964.57240498475,2886.840692686672,5712.565161154449,13334.195635767155,8354.863259426502,4289.390298246468,6638.347184805996
IPRL,9299.726157937877,5581.173876528558,10247.093985250523,2647.1849913797755,18786.29720319511,2301.4219689620318,2260.9251181723225,5186.407638207463,3304.667823778485,1701.2255380048043,2662.501572687672
IRN,3120.423783820065,1863.5774234212388,3412.3952292569425,874.8372985464163,6114.69266912738,2455.5742409766826,756.0250853122938,1698.8605257805589,1092.4934044039226,554.124424949084,872.0008626794179
ISN,9240.70303119601,5574.542896512441,10196.538313250301,2642.445760032545,18380.538710671288,8061.020058919857,2291.1322241380853,5146.7125866476235,3297.0555935150305,1660.5332028592995,2565.0722165291627
IV,7608.969281032847,4689.103326183378,8713.355544205779,2301.2026161516947,16074.060486251903,6648.189045084427,1975.9362580406705,4434.741040469693,2879.3979385537687,1481.6570029150964,2265.1601987221397
IVn,9428.489543122769,5374.782755678816,9704.681294227674,2369.71545472722,16863.43755635625,8532.109109964951,2038.8841159280657,4650.707323299202,2955.1891155430203,1501.778660430673,2511.568648486651
IntG,10320.542995079677,5066.364578263394,8477.947337701129,1696.0420209154179,13607.459731375562,8439.945060632586,1406.6697035844093,3750.475768206014,2075.988917792899,1049.2661110859037,2197.8279340738723
KF,11899.58983776427,6117.892402574092,10568.485506546307,2255.967250295773,16742.0239771724,7946.850237440871,1939.7265480381734,4612.236707376099,2792.9990906829084,1390.3043830317781,2721.693690772228
LA,6271.620560830426,3374.4485068854465,5851.291122018753,1365.4072702144435,10955.32095767162,22196.464945155745,1096.1840439771925,3005.9787888973456,1678.142225060033,894.693135928379,1560.1407219808411
LAV,2371.616461671422,1435.490470433495,2682.3055226076362,698.465193379641,5057.972412016923,1060.0721012920515,583.7176078080458,1358.3372072440345,874.9674541615084,467.7521071353055,739.5958347471152
LC,13594.577232627084,8215.182469001895,15008.881986430137,3896.283336056237,27020.481810447392,13305.646205866913,3386.4848211735725,7592.393109895174,4859.89129022372,2437.0144232174434,3747.080372842741
LD,11877.419004131289,6330.561843537685,10810.960598504425,2471.665542789857,19019.88857360974,10831.425154840676,2070.715728532432,5386.221165749961,3031.1145158735067,1519.8477604246461,2676.9829026057287
LDT,10778.679770001734,6490.626744849865,11885.591797096065,3074.977248850988,21467.004967473214,9130.918848080943,2658.6058296331535,5989.090950921401,3837.8639084925026,1942.1447385007175,3013.9401687579702
LGdco,13013.054650344848,6360.847303784189,10460.64206862309,2072.953855974879,16467.550460744424,11744.212032858508,1752.8098024812402,4678.867955865459,2521.821212200029,1217.8787659438112,2560.414331353249
LGdip,18273.393569817094,8933.078191001709,14705.81748575001,2912.43163969341,23058.301600254585,18331.528967060112,2467.781264232364,6547.8023523706315,3545.1862367695844,1710.1595696132028,3601.39161415637
LGdsh,15249.84260929529,7462.401258774523,12218.218394366735,2432.342067366997,19492.27561008841,12708.060958214373,2047.0103048611875,5567.123259837228,2951.8999221417635,1424.4474720551805,2965.694672401401
LGv,10693.284489261316,5423.440972645292,8904.882018829609,1890.8591446077098,14802.930186812499,2987.355899960664,1606.9729331650024,4324.214324397439,2292.8299448992598,1087.8278120257478,2063.7255873143044
LH,13686.78930723057,6696.7809289370425,11047.415888163552,2188.0839040459136,17201.104077691663,1259.0987889182534,1861.872355066667,4881.15918773664,2666.5422552036507,1283.1282512946573,2706.236970145825
LHA,12235.494841979105,6283.492331623156,10471.858545771123,2247.1779518350218,16802.460096068142,5244.481967687415,1957.8909335502383,4901.397164062148,2744.1813593525676,1283.2938333198101,2423.333292787401
LIN,4663.598148020191,2794.953833677436,5123.00095063317,1316.3165526352418,9130.735257506265,4088.2107201027356,1142.7960711679107,2543.1818674593264,1644.4771065284085,829.8415892535847,1300.931366765919
LING,69821.8294060029,29736.051235576528,47888.98084407141,6793.302965381839,62565.32793171054,163952.29096109592,5375.328675571925,15797.270105569845,8267.366758978615,4366.101877003378,13722.917126129134
LINGgranularlayer,58818.78875941145,24647.62955853491,40242.73511800946,5440.524892622191,51063.17327209807,157817.42229342117,4206.522825128328,12173.94264079852,6688.690783697983,3730.333849645381,12211.250779341772
LINGmolecularlayer,10816.968215084657,4941.842437627507,7331.100243548811,1253.8928907321356,10709.144523382418,6134.868667674743,1096.634937564201,3431.2446467787468,1453.226689292197,555.9255502880369,1397.461503802314
LINGpurkinjelayer,249.52537581210726,184.088149635394,383.7393330059567,116.55735808640921,927.0790241084669,0.0,86.569419135444,228.323859483805,147.43396824897835,91.74115927610302,133.07372353576153
LM,2197.5444345197434,1120.0782540630703,1879.0854880342763,398.5661354289122,3020.056191320444,1110.160864867727,343.0532609219168,863.7783496420227,487.95539743813356,234.2913985254277,452.9625560539202
LP,12194.844198181952,6119.056389843033,10371.296010365968,2146.7785067185155,16698.049620353882,12664.207209749675,1805.3334802651202,4610.933766569872,2639.1607617824666,1326.20953658123,2674.5361578932175
LPO,11839.412537869772,6479.716860402249,11247.963268724923,2630.8647810602715,18954.409326542227,4977.470067260906,2290.1468669635333,5421.530986625881,3248.2224132541014,1575.4331784843152,2705.2448174234282
LRNm,3311.984996567563,2020.15437048963,3727.810192212241,975.0619448766593,6779.224181730772,3229.955111698245,842.443952494968,1883.4440011319239,1218.798363567454,620.0908297632366,953.6238641486672
LRNp,1333.1652529819794,827.0830049339121,1530.9654018299598,407.59423223290634,2843.182006746303,1331.8071140984098,350.7600457709147,791.4987775985226,509.2227951902149,260.0913123765963,391.0118087664144
LSc,7369.912844518224,4798.88335569361,9433.522118564375,2579.5256585258658,17989.25340262593,14970.213436826376,2168.9106154280826,4691.862311560125,3265.495330378539,1782.5543868030081,2739.471509507658
LSr,16150.926629869755,9344.652748955643,16965.753783520428,4222.669894465301,30360.748408543095,16534.960012927753,3595.6826259798877,8340.416496020307,5265.5861285195915,2712.819736593855,4443.409920908153
LSv,23108.41545233476,12752.381036894247,22483.6868893617,5300.993018654503,38170.41301810063,17642.447998193016,4580.628623621119,10701.251183154822,6574.682657710958,3267.7436731461553,5630.920158868134
LT,7056.292892892897,3762.784109189752,6381.467370132373,1459.365810655577,11127.876686748521,6036.306257250434,1235.4535785536475,3195.5910138522404,1786.0793519414513,877.3393146736398,1532.5045037901807
MA,14470.898362465245,8053.151704032345,13994.611885355225,3350.154884999279,24113.020381238653,4900.950134209314,2912.6086822049347,6944.511807117133,4132.321848325882,2001.8801294474508,3320.5489676472534
MA3,7348.268844545071,4450.413131900421,8137.851597258563,2126.177712298944,15075.27675991542,2666.941565901223,1819.3932513090854,4205.194509562597,2649.3512998122524,1353.131636016413,2072.568188042108
MARN,3202.754586520263,1918.7822053355721,3517.0478552003633,903.5613304545257,6276.50494924242,2779.4494555590454,783.7128519962976,1747.1188207241044,1128.7751607180735,570.2761389852686,894.4517835072279
MBunassigned,8578.432097750494,4885.700628558467,8684.156436623507,2130.464306923565,15286.7923231433,6171.558914488963,1834.8621429209275,4305.628198891141,2642.727112198414,1320.1277745522557,2160.6617744790046
MD,12459.355729447194,6718.75817253392,11592.623746236193,2684.0203284197146,20347.659151744163,14219.206873891646,2260.46491918527,5733.372404598244,3302.6258233893673,1660.7663991736451,2895.770927339751
MDRNd,7851.3683295505825,4762.505288490208,8774.921409313742,2281.9993633571485,15848.804124654653,7327.945363967263,1974.6061850070053,4403.3722452180455,2852.497449951,1448.3893515377242,2242.738721383058
MDRNv,3015.081336993334,1793.1870363186476,3260.6837192878456,833.8336601522793,5831.914941816685,2280.5426353220632,722.4123028434819,1633.7370678258176,1039.4069248776839,522.567886759554,819.3652849981808
ME,8154.010102595926,4281.700449891764,7168.138889764955,1584.9752025077764,11428.460313790467,1938.3041934682337,1409.281678238382,3391.4178985569383,1938.613085155941,882.9692895656809,1594.2857778142984
MEA,16841.90863070292,9349.358061678811,16438.086893366624,3905.68146756062,27951.23227367713,23624.855797235254,3392.1651587370775,7910.702497682416,4838.649443596742,2379.452260895691,4038.9078788327784
MEPO,32330.806337650563,17830.692031039096,31203.30376167884,7342.9620695093045,52115.61979853732,14458.714688571796,6431.067973626789,14849.587684411088,9091.642001524526,4409.253959912729,7549.473154267345
MGd,15875.189021463812,7886.4583557812,12880.643296219727,2636.5419906485554,20857.128242727766,16077.476256945212,2238.0299178034543,6058.594298982204,3194.2001122121987,1513.828315972286,3021.8297378649527
MGm,8911.937014914703,4466.306396202878,7458.130425719064,1546.19818259853,12140.189556036494,8511.692644082403,1301.6384929021424,3424.47763316972,1889.1309252081421,930.4251749155544,1853.225329744844
MGv,11276.804417590882,5655.006446643997,9420.232078352097,1957.430918968889,15425.572843500058,10562.689344471502,1645.0444661589831,4365.003609266028,2388.6792897492496,1174.8831943705418,2328.438800755583
MH,79483.14574009663,33936.90291992536,52165.96625409255,7340.745891683861,67246.5484637982,364.50917024443135,6104.497606715585,18890.36323738835,8687.518266791854,3929.793035184183,12948.73125076309
MMd,8740.210498061526,4797.990884005346,8290.442052348113,1954.7632123857172,14267.527869198255,1348.8640335338998,1689.0822047518145,4098.433150882541,2407.5255504048678,1171.2056836721413,1980.48963534673
MMl,19314.66951271326,10172.981193393676,17263.221525688867,3834.039405324099,27932.318426006255,3321.855949942682,3360.7576938002003,8090.307041785265,4709.249723273358,2223.702347422281,4045.0037795106314
MMm,22846.935411722425,12847.55353283806,22538.86681909444,5444.166745106075,38619.49370488763,2084.7627668395057,4757.298434041489,11070.977292697204,6735.446089826117,3269.427000504437,5391.9270595908665
MMme,23254.78225223355,12508.544621118495,21486.05040505292,4911.221415325705,35451.95258608523,7802.190128622367,4297.487525969728,10212.82256893806,6050.151964752386,2891.594988209131,5089.174184201623
MMp,31929.6858436107,18241.955396242374,32094.21072529695,7893.3232315022,55376.87979755645,0.0,6933.2762670974325,15984.993131421035,9767.58572192383,4708.571945247685,7559.010371559717
MOBglomerularlayer,16284.37653793042,7513.546424954054,12507.873802636946,2239.1622787580295,20040.083506344286,5891.057829603408,1712.0745233178068,5164.826704547266,2738.562954803068,1525.8891075302492,3633.644691325114
MOBgr,19686.708687674138,8482.556415932442,13761.322431327842,2051.3901312446706,19443.397850111673,26444.226659780266,1552.8353984654148,4865.614446097375,2496.3552115321204,1388.4848933541246,4058.3004387827127
MOBipl,21131.353364967556,9166.5977238321,14961.16366281264,2270.4843522988695,21089.19151642987,26798.486090467013,1740.0895214585594,5274.945403503447,2772.0604760187807,1533.5470782800978,4408.072971415411
MOBmi,21170.150702241528,9154.093573229806,14888.683381165065,2232.0947941352792,20652.038200554864,26286.622201628004,1726.089755419973,5189.507069681117,2722.488737670151,1486.792925785015,4345.836744992056
MOBopl,16992.088325920322,7525.431841528828,12296.081248795239,1970.314779542142,17689.7206754486,17053.16759398365,1546.701084252543,4548.55164554313,2403.3731943212233,1289.7305248477196,3506.357453206831
MOBunassigned,16284.37653793042,7513.546424954054,12507.873802636946,2239.1622787580295,20040.083506344286,5891.057829603408,1712.0745233178068,5164.826704547266,2738.562954803068,1525.8891075302492,3633.644691325114
MOp1,2564.0653002207605,999.3903561283046,1471.3913529747167,137.2364254581227,1578.4143288383655,3176.700786012927,106.8328552693045,422.304655230298,155.8118854789345,67.55449023043994,385.43718836963717
MOp23,9669.748051403454,3979.3272212094594,6212.55228796517,789.5979319606212,8261.875675400965,41781.52770214978,575.6159435319622,2082.7912508939085,940.8101313887963,516.4063872849893,1800.263782176099
MOp5,6179.947648972723,2802.4703222995568,4358.552428913456,739.3827951265462,6535.46073191113,21367.25894828678,606.7029167438365,1889.8246293590012,877.6731346440524,409.2605574177073,1037.8324421251255
